date, pm25, pm10, o3, no2, so2, co
2020/2/18, 55, 35, 37, 7, 3, 5
2020/2/19, 77, 36, 39, 6, 5, 5
2020/2/20, 94, 37, 40, 7, 3, 5
2020/2/21, 99, 37, 45, 8, 5, 6
2020/2/22, 103, 44, 44, 8, 3, 6
2020/2/23, 113, 49, 42, 7, 3, 6
2020/2/24, 101, 31, 29, 9, 5, 5
2020/2/25, 79, 32, 35, 10, 4, 5
2020/2/26, 87, 23, 27, 9, 2, 4
2020/2/27, 66, 30, 39, 7, 2, 4
2020/2/28, 80, 29, 29, 7, 3, 4
2020/2/29, 72, 27, 28, 7, 2, 4
2020/3/1, 75, 21, 20, 7, 2, 6
2020/3/2, 65, 34, 28, 8, 3, 7
2020/3/3, 95, 10, 10, 5, 2, 7
2020/3/4, 23, 13, 9, 7, 3, 7
2020/3/5, 52, 24, 32, 7, 2, 6
2020/3/6, 67, 37, 33, 10, 4, 6
2020/3/7, 88, 38, 4, 8, 4, 6
2020/3/8, 97, 32, , 8, 2, 6
2020/3/9, 80, 20, 36, 5, 2, 6
2020/3/10, 36, 32, 25, 9, 4, 7
2020/3/11, 86, 39, 27, 10, 2, 7
2020/3/12, 105, 39, 9, 12, 4, 8
2020/3/13, 95, 23, , 6, 2, 6
2020/3/14, 58, 44, , 11, 2, 5
2020/3/15, 87, 47, 51, 9, 3, 5
2020/3/16, 101, 44, 30, 12, 3, 4
2020/3/17, 85, 36, 15, 9, 3, 5
2020/3/18, 97, 22, 21, 11, 2, 6
2020/3/19, 87, 35, 23, 9, 3, 7
2020/3/20, 95, 47, 24, 14, 2, 7
2020/3/21, 110, 36, 29, 8, 5, 5
2020/3/22, 77, 38, 40, 11, 6, 5
2020/3/23, 85, 43, 42, 10, 3, 6
2020/3/24, 98, 45, 38, 11, 3, 5
2020/3/25, 99, 39, 21, 11, 2, 5
2020/3/26, 90, 34, 25, 7, 3, 4
2020/3/27, 73, 13, 24, 8, 2, 4
2020/3/28, 37, 20, 23, 9, 2, 5
2020/3/29, 56, , , , , 
2019/10/1, 62, 39, 51, 8, 7, 6
2019/10/2, 89, 52, 62, 11, 7, 6
2019/10/3, 112, 41, 30, 11, 4, 5
2019/10/4, 70, 52, 56, 12, 6, 5
2019/10/5, 83, 45, 34, 12, 5, 5
2019/10/6, 83, 46, 45, 10, 5, 5
2019/10/7, 84, 50, 49, 12, 6, 6
2019/10/8, 96, 51, 52, 10, 5, 6
2019/10/9, 106, 55, 52, 12, 5, 7
2019/10/10, 120, 56, 56, 13, 5, 7
2019/10/11, 115, 61, 63, 12, 4, 7
2019/10/12, 128, 35, 37, 6, 4, 7
2019/10/13, 85, 45, 36, 9, 4, 8
2019/10/14, 103, 28, 38, 7, 7, 6
2019/10/15, 60, 36, 44, 12, 5, 6
2019/10/16, 67, 42, 45, 11, 6, 6
2019/10/17, 80, 49, 56, 12, 5, 7
2019/10/18, 96, 50, 55, 14, 5, 7
2019/10/19, 111, 52, 64, 16, 5, 7
2019/10/20, 104, 53, 61, 18, 6, 6
2019/10/21, 99, 55, 58, 18, 4, 6
2019/10/22, 103, 56, 45, 14, 5, 6
2019/10/23, 100, 46, 48, 12, 6, 6
2019/10/24, 99, 58, 54, 12, 5, 6
2019/10/25, 127, 50, 29, 12, 4, 7
2019/10/26, 125, 35, 12, 12, 5, 8
2019/10/27, 73, 31, 17, 9, 4, 8
2019/10/28, 64, 27, 44, 9, 3, 7
2019/10/29, 58, 58, 32, 17, 7, 8
2019/10/30, 94, 63, 43, 16, 8, 7
2019/10/31, 106, 56, 39, 16, 7, 7
2019/11/1, 94, 59, 61, 14, 6, 7
2019/11/2, 100, 58, 53, 8, 4, 6
2019/11/3, 94, 58, 51, 16, 5, 6
2019/11/4, 103, 65, 50, 21, 9, 6
2019/11/5, 107, 63, 54, 20, 8, 6
2019/11/6, 109, 61, 51, 16, 7, 6
2019/11/7, 112, 56, 48, 17, 6, 7
2019/11/8, 107, 57, 48, 18, 6, 7
2019/11/9, 119, 61, 48, 21, 7, 7
2019/11/10, 114, 63, 52, 22, 8, 7
2019/11/11, 114, 69, 63, 24, 5, 7
2019/11/12, 116, 69, 61, 17, 5, 7
2019/11/13, 125, 52, 49, 16, 4, 7
2019/11/14, 112, 74, 57, 24, 5, 8
2019/11/15, 142, 76, 63, 25, 5, 8
2019/11/16, 140, 70, 40, 24, 4, 7
2019/11/17, 116, 65, 38, 16, 5, 7
2019/11/18, 115, 35, 32, 11, 3, 7
2019/11/19, 71, 48, 36, 18, 6, 6
2019/11/20, 76, 57, 3, 20, 6, 6
2019/11/21, 87, 56, , 21, 6, 7
2019/11/22, 88, 56, , 20, 4, 7
2019/11/23, 91, 54, , 20, 4, 7
2019/11/24, 99, 60, , 16, 4, 8
2019/11/25, 132, 46, , 13, 4, 9
2019/11/26, 106, 49, , 13, 4, 7
2019/11/27, 96, 18, , 11, 3, 5
2019/11/28, 28, 34, , 13, 3, 7
2019/11/29, 67, 51, , 17, 4, 8
2019/11/30, 88, 55, , 14, 5, 6
2019/12/1, 99, 36, , 9, 3, 6
2019/12/2, 64, 54, , 21, 5, 7
2019/12/3, 110, 59, , 21, 6, 7
2019/12/4, 104, 57, , 20, 7, 6
2019/12/5, 98, 46, 33, 17, 6, 5
2019/12/6, 82, 55, 37, 21, 6, 5
2019/12/7, 104, 48, 33, 19, 7, 5
2019/12/8, 84, 55, 26, 22, 8, 5
2019/12/9, 93, 60, 37, 22, 6, 6
2019/12/10, 98, 60, 31, 24, 8, 5
2019/12/11, 101, 62, 43, 24, 7, 6
2019/12/12, 103, 62, 54, 21, 7, 6
2019/12/13, 108, 62, 38, 23, 7, 6
2019/12/14, 119, 69, 35, 25, 5, 7
2019/12/15, 114, 66, 36, 21, 4, 7
2019/12/16, 109, 64, 18, 21, 5, 7
2019/12/17, 99, 56, 25, 18, 8, 7
2019/12/18, 96, 43, 16, 14, 3, 11
2019/12/19, 104, 25, 5, 14, 3, 11
2019/12/20, 54, 32, 11, 15, 4, 10
2019/12/21, 71, 43, 14, 13, 4, 9
2019/12/22, 80, 42, 24, 15, 5, 8
2019/12/23, 83, 64, 10, 19, 4, 10
2019/12/24, 138, 55, 27, 17, 4, 9
2019/12/25, 99, 46, 25, 15, 3, 7
2019/12/26, 88, 33, 30, 14, 3, 8
2019/12/27, 69, 55, 37, 21, 5, 9
2019/12/28, 108, 59, 22, 21, 6, 8
2019/12/29, 132, , , , , 
2019/7/1, 44, 27, 29, 8, 3, 4
2019/7/2, 44, 30, 24, 5, 3, 4
2019/7/3, 27, 27, 20, 7, 2, 4
2019/7/4, 50, 25, 23, 6, 2, 4
2019/7/5, 51, 27, 28, 7, 2, 4
2019/7/6, 49, 29, 23, 7, 3, 4
2019/7/7, 64, 37, 24, 7, 2, 4
2019/7/8, 55, 27, 22, 8, 3, 5
2019/7/9, 55, 26, 28, 7, 2, 5
2019/7/10, 38, 28, 26, 9, 2, 7
2019/7/11, 57, 24, 23, 6, 2, 5
2019/7/12, 36, 35, 24, 8, 2, 5
2019/7/13, 66, 37, 26, 6, 2, 5
2019/7/14, 72, 35, 24, 6, 3, 5
2019/7/15, 67, 44, 56, 6, 3, 5
2019/7/16, 91, 50, 56, 8, 4, 7
2019/7/17, 109, 39, 36, 8, 4, 6
2019/7/18, 68, 34, 35, 4, 3, 5
2019/7/19, 73, 25, 37, 5, 2, 5
2019/7/20, 53, 25, 29, 7, 3, 5
2019/7/21, 47, 18, 26, 7, 4, 5
2019/7/22, 37, 25, 25, 7, 3, 5
2019/7/23, 49, 27, 25, 6, 3, 6
2019/7/24, 56, 31, 26, 6, 3, 5
2019/7/25, 50, 27, 32, 6, 3, 6
2019/7/26, 62, 35, 31, 6, 3, 5
2019/7/27, 67, 24, 27, 6, 6, 5
2019/7/28, 52, 30, 15, 6, 4, 5
2019/7/29, 54, 25, 17, 4, 4, 5
2019/7/30, 54, 24, 21, 6, 4, 4
2019/7/31, 50, 14, 17, 3, 3, 3
2019/8/1, 23, 13, 17, 3, 3, 3
2019/8/2, 19, 20, 22, 6, 4, 4
2019/8/3, 32, 37, 41, 9, 3, 5
2019/8/4, 71, 41, 42, 9, 4, 5
2019/8/5, 72, 31, 26, 8, 6, 4
2019/8/6, 53, 33, 45, 8, 2, 5
2019/8/7, 55, 45, 36, 10, 4, 5
2019/8/8, 80, 39, 33, 7, 5, 5
2019/8/9, 70, 40, 39, 6, 4, 5
2019/8/10, 77, 32, 33, 8, 4, 5
2019/8/11, 59, 37, , 7, 5, 6
2019/8/12, 74, 37, , 7, 4, 6
2019/8/13, 72, 33, , 7, 3, 6
2019/8/14, 72, 34, 32, 5, 2, 5
2019/8/15, 67, 35, 46, 5, 3, 6
2019/8/16, 74, 28, 40, 4, 2, 5
2019/8/17, 51, 21, 29, 6, 3, 5
2019/8/18, 45, 27, 40, 6, 4, 6
2019/8/19, 50, 26, 37, 7, 4, 5
2019/8/20, 47, 42, 44, 9, 4, 6
2019/8/21, 80, 47, , 10, 5, 7
2019/8/22, 91, 44, 49, 8, 5, 7
2019/8/23, 84, 41, 28, 9, 5, 6
2019/8/24, 62, 11, 16, 5, 4, 5
2019/8/25, 25, 14, 28, 3, 3, 5
2019/8/26, 32, 26, 24, 6, 4, 5
2019/8/27, 48, 39, 40, 10, 5, 7
2019/8/28, 65, 36, 30, 7, 4, 6
2019/8/29, 80, 23, 20, 7, 5, 6
2019/8/30, 46, 18, 28, 5, 4, 5
2019/8/31, 26, 19, 22, 6, 5, 6
2019/9/1, 44, 22, 20, 7, 5, 6
2019/9/2, 40, 25, 28, 6, 4, 6
2019/9/3, 38, 29, 19, 8, 7, 6
2019/9/4, 49, 24, 22, 6, 6, 5
2019/9/5, 42, 32, 33, 8, 6, 5
2019/9/6, 56, 46, 43, 11, 7, 6
2019/9/7, 73, 49, 52, 11, 4, 7
2019/9/8, 88, 48, 60, 9, 5, 6
2019/9/9, 89, 31, 45, 5, 4, 6
2019/9/10, 67, 43, 52, 9, 6, 6
2019/9/11, 82, 43, 35, 11, 4, 6
2019/9/12, 82, 36, 40, 6, 4, 6
2019/9/13, 74, 36, 51, 4, 4, 6
2019/9/14, 73, 35, 48, 5, 3, 6
2019/9/15, 69, 40, 54, 10, 3, 7
2019/9/16, 75, 52, 54, 14, 4, 8
2019/9/17, 96, 48, 60, 11, 5, 7
2019/9/18, 90, 48, 60, 16, 6, 6
2019/9/19, 84, 43, 56, 17, 5, 6
2019/9/20, 71, 45, 55, 14, 5, 5
2019/9/21, 64, 45, 57, 14, 4, 5
2019/9/22, 72, 52, 48, 17, 10, 6
2019/9/23, 95, 51, 20, 17, 5, 6
2019/9/24, 93, 56, , 16, 5, 7
2019/9/25, 108, 58, , 18, 5, 7
2019/9/26, 115, 63, , 19, 5, 7
2019/9/27, 129, 58, , 18, 6, 7
2019/9/28, 124, 64, 38, 19, 4, 7
2019/9/29, 121, 56, 52, 15, 5, 7
2019/9/30, 111, 25, 30, 6, 7, 5
2019/4/1, 74, 39, 24, 11, 5, 6
2019/4/2, 95, 51, 17, 18, 8, 7
2019/4/3, 101, 50, 20, 14, 4, 9
2019/4/4, 109, 37, 26, 9, 4, 8
2019/4/5, 70, 48, 40, 13, 7, 8
2019/4/6, 88, 57, 39, 14, 5, 8
2019/4/7, 123, 56, 43, 13, 8, 7
2019/4/8, 104, 42, 27, 9, 5, 6
2019/4/9, 80, 42, 38, 7, 5, 6
2019/4/10, 87, 31, 21, 12, 5, 7
2019/4/11, 67, 24, 12, 11, 5, 8
2019/4/12, 61, 22, 15, 11, 4, 7
2019/4/13, 57, 27, 26, 12, 4, 7
2019/4/14, 59, 16, 20, 12, 4, 8
2019/4/15, 56, 36, 31, 11, 6, 7
2019/4/16, 105, 39, 50, 11, 5, 7
2019/4/17, 69, 50, 38, 15, 4, 8
2019/4/18, 79, 17, 27, 12, 4, 8
2019/4/19, 52, 25, 32, 11, 4, 7
2019/4/20, 55, 32, 20, 15, 5, 8
2019/4/21, 65, 31, 32, 13, 4, 8
2019/4/22, 56, 44, 25, 14, 4, 8
2019/4/23, 75, 44, 31, 13, 6, 7
2019/4/24, 63, 42, 32, 9, 7, 6
2019/4/25, 83, 55, 36, 13, 7, 7
2019/4/26, 97, 23, 38, 9, 4, 6
2019/4/27, 39, 39, 39, 12, 6, 7
2019/4/28, 71, 45, 29, 11, 4, 8
2019/4/29, 88, 33, 27, 9, 4, 6
2019/4/30, 56, 19, 31, 7, 3, 8
2019/5/1, 34, 32, 31, 9, 6, 6
2019/5/2, 78, 50, 47, 8, 5, 6
2019/5/3, 98, 49, 42, 13, 6, 5
2019/5/4, 69, 20, 35, 7, 5, 5
2019/5/5, 59, 8, 33, 6, 4, 5
2019/5/6, 28, 22, 29, 8, 8, 4
2019/5/7, 56, 24, 29, 9, 6, 4
2019/5/8, 67, 27, 18, 9, 5, 7
2019/5/9, 53, 37, 33, 9, 6, 7
2019/5/10, 66, 54, 46, 13, 4, 8
2019/5/11, 96, 58, 67, 12, 6, 7
2019/5/12, 104, 53, 34, 12, 5, 6
2019/5/13, 90, 52, 30, 9, 4, 6
2019/5/14, 91, 32, 23, 8, 5, 5
2019/5/15, 51, 37, 23, 9, 4, 5
2019/5/16, 65, 31, 26, 7, 4, 5
2019/5/17, 54, 38, 27, 10, 5, 6
2019/5/18, 68, 38, 31, 8, 4, 5
2019/5/19, 71, 25, 26, 8, 4, 6
2019/5/20, 63, 16, 33, 7, 4, 7
2019/5/21, 48, 56, 33, 12, 6, 8
2019/5/22, 101, 50, 30, 10, 5, 8
2019/5/23, 118, 46, 35, 11, 5, 7
2019/5/24, 75, 40, 25, 13, 4, 7
2019/5/25, 72, 24, 24, 10, 3, 6
2019/5/26, 41, 29, 24, 9, 5, 6
2019/5/27, 45, 21, 19, 7, 5, 6
2019/5/28, 38, 12, 22, 7, 4, 6
2019/5/29, 32, 24, 29, 9, 4, 7
2019/5/30, 49, 43, 39, 11, 6, 7
2019/5/31, 81, 26, 21, 9, 4, 7
2019/6/1, 48, 17, 26, 5, 3, 5
2019/6/2, 25, 15, 16, 7, 3, 6
2019/6/3, 25, 38, 40, 7, 3, 6
2019/6/4, 70, 28, 23, 8, 5, 6
2019/6/5, 44, 38, 23, 10, 5, 5
2019/6/6, 51, 34, 27, 7, 5, 5
2019/6/7, 45, 19, 22, 6, 4, 5
2019/6/8, 22, 24, 24, 8, 3, 5
2019/6/9, 46, 13, 25, 4, 3, 5
2019/6/10, 31, 20, 27, 4, 3, 5
2019/6/11, 34, 11, 21, 6, 3, 7
2019/6/12, 35, 19, 24, 6, 3, 7
2019/6/13, 33, 25, 38, 8, 3, 7
2019/6/14, 27, 43, 55, 10, 5, 7
2019/6/15, 78, 43, 56, 10, 4, 6
2019/6/16, 78, 42, 42, 8, 5, 6
2019/6/17, 66, 32, 28, 9, 5, 6
2019/6/18, 56, 23, 18, 7, 4, 6
2019/6/19, 41, 35, 11, 5, 3, 5
2019/6/20, 46, 34, , 9, 4, 6
2019/6/21, 52, 32, , 6, 3, 5
2019/6/22, 49, 21, , 7, 3, 5
2019/6/23, 34, 11, 19, 6, 3, 5
2019/6/24, 25, 20, 23, 6, 2, 6
2019/6/25, 32, 26, 30, 7, 2, 6
2019/6/26, 59, 41, 42, 8, 3, 6
2019/6/27, 67, 34, 29, 7, 3, 5
2019/6/28, 57, 37, 31, 7, 4, 5
2019/6/29, 56, 45, 33, 6, 4, 5
2019/6/30, 65, 36, 28, 7, 2, 4
2019/1/1, 72, 31, 5, 10, 3, 8
2019/1/2, 70, 28, 3, 9, 4, 7
2019/1/3, 70, 41, 2, 14, 4, 11
2019/1/4, 106, 27, 3, 11, 3, 9
2019/1/5, 79, 25, 5, 11, 3, 8
2019/1/6, 47, 40, 19, 13, 4, 9
2019/1/7, 85, 30, 6, 10, 3, 9
2019/1/8, 64, 38, 7, 13, 4, 11
2019/1/9, 78, 50, 15, 14, 4, 11
2019/1/10, 117, 65, 13, 19, 5, 12
2019/1/11, 141, 42, 17, 14, 3, 9
2019/1/12, 85, 51, 10, 15, 4, 10
2019/1/13, 96, 54, 20, 17, 4, 10
2019/1/14, 106, 54, 8, 13, 3, 10
2019/1/15, 113, 28, 10, 11, , 10
2019/1/16, 66, 29, 11, 13, 3, 13
2019/1/17, 65, 41, 19, 13, 4, 10
2019/1/18, 88, 58, 27, 20, 4, 9
2019/1/19, 112, 51, 17, 15, 6, 8
2019/1/20, 104, 32, 14, 10, 3, 10
2019/1/21, 90, 56, 31, 13, 4, 9
2019/1/22, 152, 55, 30, 19, 5, 8
2019/1/23, 124, 60, 6, 21, 6, 8
2019/1/24, 129, 67, , 24, 5, 9
2019/1/25, 147, 59, , 20, 8, 8
2019/1/26, 132, 58, , 15, 6, 8
2019/1/27, 149, 57, 9, 15, 5, 8
2019/1/28, 133, 45, 38, 14, 5, 7
2019/1/29, 101, 44, 33, 12, 5, 7
2019/1/30, 114, 52, 29, 11, 7, 8
2019/1/31, 112, 27, 30, 9, 3, 8
2019/2/1, 49, 44, 26, 11, 4, 10
2019/2/2, 108, 50, 28, 11, 3, 11
2019/2/3, 118, 36, 27, 6, 4, 6
2019/2/4, 94, 63, 21, 5, 5, 7
2019/2/5, 146, 41, 28, 4, 3, 6
2019/2/6, 103, 31, 25, 6, 3, 6
2019/2/7, 77, 29, 23, 5, 3, 6
2019/2/8, 76, 23, 20, 4, 3, 6
2019/2/9, 62, 14, 3, 4, 3, 7
2019/2/10, 41, 12, 3, 4, 3, 6
2019/2/11, 32, 30, 14, 7, 3, 7
2019/2/12, 75, 37, 25, 8, 4, 6
2019/2/13, 72, 40, 26, 10, 4, 7
2019/2/14, 102, 46, 24, 9, 4, 7
2019/2/15, 79, 39, 25, 7, 3, 7
2019/2/16, 90, 27, 7, 7, 3, 9
2019/2/17, 65, 24, 16, 7, 3, 7
2019/2/18, 59, 31, 17, 8, 4, 7
2019/2/19, 63, 43, 23, 8, 4, 8
2019/2/20, 112, 31, 17, 7, 3, 6
2019/2/21, 67, 15, 22, 5, 3, 9
2019/2/22, 26, 19, 9, 9, 3, 9
2019/2/23, 52, 12, 8, 6, , 8
2019/2/24, 28, 24, 7, 7, 3, 9
2019/2/25, 51, 37, 11, 10, 3, 10
2019/2/26, 85, 51, 26, 15, 3, 9
2019/2/27, 114, 42, 9, 9, 3, 8
2019/2/28, 80, 41, 28, 11, 3, 8
2019/3/1, 89, 46, 24, 14, 4, 7
2019/3/2, 109, 24, 27, 8, 3, 6
2019/3/3, 50, 37, 33, 9, 4, 7
2019/3/4, 79, 27, 27, 10, 4, 6
2019/3/5, 75, 16, 18, 9, 4, 7
2019/3/6, 41, 13, 24, 9, 3, 7
2019/3/7, 43, 13, 32, 6, 4, 6
2019/3/8, 40, 12, 27, 9, 4, 6
2019/3/9, 40, 19, 12, 9, 3, 8
2019/3/10, 43, 37, 31, 11, 4, 7
2019/3/11, 72, 51, 44, 14, 5, 7
2019/3/12, 101, 57, 52, 18, 5, 6
2019/3/13, 115, 63, 31, 21, 4, 7
2019/3/14, 131, 43, 33, 12, 4, 6
2019/3/15, 100, 47, 39, 14, 7, 5
2019/3/16, 72, 53, 43, 16, 7, 6
2019/3/17, 101, 57, 38, 19, 4, 7
2019/3/18, 124, 59, 55, 15, 5, 7
2019/3/19, 127, 64, 24, 21, 4, 8
2019/3/20, 131, 54, 30, 12, 4, 7
2019/3/21, 103, 47, 20, 15, 5, 6
2019/3/22, 85, 11, 15, 8, 3, 7
2019/3/23, 15, 9, 22, 10, 4, 6
2019/3/24, 31, 21, 24, 10, 4, 6
2019/3/25, 49, 43, 18, 11, 5, 7
2019/3/26, 87, 50, 29, 15, 5, 8
2019/3/27, 104, 49, 23, 12, 4, 7
2019/3/28, 88, 44, 22, 13, 5, 7
2019/3/29, 85, 41, 37, 13, 4, 7
2019/3/30, 81, 51, 39, 15, 4, 8
2019/3/31, 99, 26, 32, 9, 4, 7
2018/10/1, 102, 57, , 18, 9, 7
2018/10/2, 104, 59, , 20, 6, 7
2018/10/3, 112, 54, , 18, 5, 7
2018/10/4, 100, 52, , 18, 5, 6
2018/10/5, 104, 58, , 24, 6, 7
2018/10/6, 114, 60, , 22, 5, 7
2018/10/7, 119, 65, , 21, 4, 8
2018/10/8, 129, 67, , 22, 4, 8
2018/10/9, 140, 60, , 19, 4, 8
2018/10/10, 135, 20, 12, 12, 3, 7
2018/10/11, 54, 31, 30, 14, 5, 8
2018/10/12, 64, 38, 33, 14, 6, 6
2018/10/13, 71, 42, 31, 18, 5, 6
2018/10/14, 87, 51, 21, 17, 4, 7
2018/10/15, 124, 18, 10, 10, 3, 7
2018/10/16, 43, 23, 8, 14, 3, 7
2018/10/17, 54, 25, 13, 15, 3, 8
2018/10/18, 51, 40, 30, 13, 4, 7
2018/10/19, 77, 38, 33, 10, 4, 6
2018/10/20, 88, 53, 31, 14, 4, 7
2018/10/21, 111, 41, 21, 14, 3, 7
2018/10/22, 95, 29, 23, 11, 3, 7
2018/10/23, 61, 46, 21, 15, 5, 8
2018/10/24, 83, 55, 25, 18, 4, 8
2018/10/25, 102, 47, 29, 13, 6, 8
2018/10/26, 99, 42, 35, 13, 5, 7
2018/10/27, 80, 46, 30, 19, 5, 7
2018/10/28, 84, 58, 31, 24, 8, 6
2018/10/29, 85, 60, 37, 25, 9, 7
2018/10/30, 95, 66, 38, 24, 13, 7
2018/10/31, 109, 54, 34, 14, 8, 6
2018/11/1, 102, 26, 20, 13, 4, 6
2018/11/2, 70, 28, , 14, 4, 6
2018/11/3, 47, 44, , 12, 3, 7
2018/11/4, 75, 40, , 12, 4, 6
2018/11/5, 77, 47, 4, 16, 5, 6
2018/11/6, 81, 52, , 15, 5, 6
2018/11/7, 98, 41, 11, 14, 3, 8
2018/11/8, 78, 45, 22, 18, 4, 8
2018/11/9, 86, 55, 21, 16, 5, 8
2018/11/10, 120, 52, 18, 17, 4, 7
2018/11/11, 101, 43, 14, 15, 4, 7
2018/11/12, 93, 35, 6, 15, 4, 7
2018/11/13, 67, 43, 27, 15, 4, 7
2018/11/14, 90, 52, 34, 15, 4, 6
2018/11/15, 109, 51, 28, 15, 4, 7
2018/11/16, 95, 30, 2, 10, 5, 8
2018/11/17, 57, 46, 9, 14, 4, 9
2018/11/18, 77, 22, 20, 11, 3, 7
2018/11/19, 32, 39, 8, 16, 5, 8
2018/11/20, 68, 41, 14, 11, 4, 8
2018/11/21, 71, 28, 24, 10, 3, 8
2018/11/22, 61, 43, 21, 15, 3, 8
2018/11/23, 88, 45, 29, 16, 5, 8
2018/11/24, 99, 51, 15, 16, 5, 7
2018/11/25, 96, 32, 18, 12, 4, 7
2018/11/26, 72, 45, 18, 12, 4, 7
2018/11/27, 98, 49, 13, 15, 5, 8
2018/11/28, 89, 53, 19, 16, 6, 8
2018/11/29, 111, 54, 27, 19, 4, 7
2018/11/30, 106, 66, 19, 22, 6, 9
2018/12/1, 123, 64, 26, 21, 5, 9
2018/12/2, 134, 60, 23, 20, 4, 9
2018/12/3, 127, 57, 23, 19, 7, 9
2018/12/4, 102, 55, 12, 17, 5, 9
2018/12/5, 121, 52, 18, 15, 5, 9
2018/12/6, 112, 20, 4, 9, 3, 8
2018/12/7, 49, 17, 4, 8, 3, 7
2018/12/8, 30, 11, 2, 8, , 7
2018/12/9, 27, 20, 4, 8, 4, 7
2018/12/10, 42, 18, 8, 8, 4, 7
2018/12/11, 47, 18, 6, 10, 3, 9
2018/12/12, 49, 22, 4, 10, , 8
2018/12/13, 57, 24, 5, 10, 3, 9
2018/12/14, 60, 40, 13, 15, 4, 10
2018/12/15, 82, 29, 16, 11, 3, 10
2018/12/16, 75, 38, 20, 16, 5, 9
2018/12/17, 76, 47, 22, 17, 5, 7
2018/12/18, 87, 64, 30, 22, 5, 10
2018/12/19, 114, 75, 26, 23, 4, 11
2018/12/20, 143, 63, 18, 19, 3, 8
2018/12/21, 132, 54, 26, 17, 4, 8
2018/12/22, 112, 45, 9, 14, 6, 7
2018/12/23, 83, 18, 6, 12, , 10
2018/12/24, 59, 30, 10, 13, 4, 9
2018/12/25, 73, 39, 12, 12, 4, 9
2018/12/26, 94, 24, 14, 8, 3, 8
2018/12/27, 49, 21, 5, 9, 3, 8
2018/12/28, 52, 22, 6, 9, , 7
2018/12/29, 48, 43, 11, 11, 3, 7
2018/12/30, 107, , , , , 
2018/7/1, 70, 38, 25, 9, 3, 6
2018/7/2, 56, 35, 24, 9, 3, 6
2018/7/3, 52, 37, 25, 9, 2, 6
2018/7/4, 58, 35, 25, 8, 2, 6
2018/7/5, 61, 38, 21, 10, 2, 7
2018/7/6, 60, 36, 17, 10, 1, 7
2018/7/7, 64, 30, 18, 8, 2, 6
2018/7/8, 53, 30, 17, 7, 2, 6
2018/7/9, 49, 48, 40, 11, 2, 7
2018/7/10, 75, 47, 34, 8, 3, 7
2018/7/11, 105, 38, 14, 9, 2, 6
2018/7/12, 61, 18, 18, 5, 2, 4
2018/7/13, 34, 29, 26, 7, 2, 4
2018/7/14, 48, 42, , 10, 3, 5
2018/7/15, 71, 43, 29, 10, 3, 5
2018/7/16, 70, 40, 28, 10, 5, 5
2018/7/17, 65, 43, 32, 8, 3, 5
2018/7/18, 75, 33, , 6, 2, 5
2018/7/19, 65, 33, , 7, 3, 5
2018/7/20, 64, 52, , 10, 3, 6
2018/7/21, 100, 45, , 7, 2, 6
2018/7/22, 80, 47, , 8, 3, 6
2018/7/23, 79, 35, , 7, 3, 6
2018/7/24, 64, 33, , 9, 2, 7
2018/7/25, 52, 38, 26, 9, 2, 7
2018/7/26, 65, 34, 25, 10, 2, 7
2018/7/27, 61, 40, 31, 8, 3, 7
2018/7/28, 70, 40, 6, 11, 2, 7
2018/7/29, 77, 47, 15, 11, 3, 8
2018/7/30, 89, 41, 24, 11, 3, 7
2018/7/31, 81, 42, 33, 9, 3, 6
2018/8/1, 81, 34, 17, 13, 3, 6
2018/8/2, 79, 34, 18, 11, 1, 6
2018/8/3, 69, 37, 13, 9, 2, 6
2018/8/4, 61, 32, 28, 9, 3, 5
2018/8/5, 45, 35, 33, 11, 3, 6
2018/8/6, 59, 40, 28, 11, 2, 6
2018/8/7, 76, 39, 26, 10, 4, 6
2018/8/8, 70, 42, 21, 9, 4, 6
2018/8/9, 75, 46, 11, 10, 5, 6
2018/8/10, 62, 31, 20, 8, 4, 6
2018/8/11, 58, 40, , 7, 4, 6
2018/8/12, 75, 47, , 8, 3, 6
2018/8/13, 82, 32, 30, 7, 4, 5
2018/8/14, 63, 29, 32, 8, 4, 6
2018/8/15, 60, 41, 25, 11, 3, 7
2018/8/16, 67, 31, 25, 9, 2, 7
2018/8/17, 61, 32, 35, 10, 3, 7
2018/8/18, 58, 35, 39, 10, 4, 8
2018/8/19, 61, 36, 34, 9, 3, 8
2018/8/20, 71, 36, 38, 11, 2, 8
2018/8/21, 69, 42, 36, 10, 2, 8
2018/8/22, 75, 33, 29, 7, 2, 8
2018/8/23, 59, 40, 36, 7, 2, 7
2018/8/24, 69, 44, 49, 8, 3, 7
2018/8/25, 83, 24, 25, 10, 2, 9
2018/8/26, 64, 28, 35, 8, 2, 8
2018/8/27, 59, 20, 26, 7, 2, 6
2018/8/28, 39, 21, 21, 8, 2, 6
2018/8/29, 43, 13, 12, 7, 2, 6
2018/8/30, 26, 22, 9, 6, 2, 6
2018/8/31, 37, 38, 10, 5, 2, 5
2018/9/1, 53, 21, 12, 4, 2, 5
2018/9/2, 40, 29, 11, 7, 3, 6
2018/9/3, 53, 37, , 7, 2, 6
2018/9/4, 77, 43, 20, 11, 2, 7
2018/9/5, 77, 41, 26, 7, , 6
2018/9/6, 72, 42, 23, 6, , 6
2018/9/7, 75, 33, 20, 7, , 7
2018/9/8, 63, 31, 17, 7, 2, 7
